,date,likes,reposts,views,comments,attachments,text
170480,1690552980,297,73,10757,4,1,"29 июля, лев"
170479,1690549380,207,31,8254,2,1,"29 июля, дева"
170474,1690545780,220,50,9819,8,1,"29 июля, весы"
170473,1690542180,325,65,10710,1,1,"29 июля, скорпион"
170471,1690538580,496,128,19658,1,1,"29 июля, стрелец"
170463,1690534980,279,63,10944,3,1,"29 июля, козерог"
170461,1690531380,278,45,11829,3,1,"29 июля, водолей"
170459,1690527780,318,62,10393,2,1,"29 июля, рыбы"
170419,1690480980,4522,358,96884,19,1,"28 июля, овен"
170418,1690477380,458,148,21073,5,1,"28 июля, телец"
170413,1690473780,312,70,11561,2,1,"28 июля, близнецы"
170409,1690470180,2289,346,44744,8,1,"28 июля, рак"
170405,1690466580,656,177,19955,2,1,"28 июля, лев"
170403,1690462980,436,148,12072,3,1,"28 июля, дева"
170397,1690459380,420,61,15114,3,1,"28 июля, весы"
170395,1690455780,1198,198,26552,8,1,"28 июля, скорпион"
170391,1690452180,1266,226,34669,3,1,"28 июля, стрелец"
170389,1690448580,356,52,11574,3,1,"28 июля, козерог"
170388,1690444980,176,27,9263,2,1,"28 июля, водолей"
170386,1690441380,438,128,10975,4,1,"28 июля, рыбы"
170370,1690394580,312,66,11297,0,1,"27 июля, овен"
170367,1690390980,615,265,20799,8,1,"27 июля, телец"
170363,1690387380,338,79,12645,8,1,"27 июля, близнецы"
170356,1690383780,615,97,16237,4,1,"27 июля, рак"
170343,1690380780,358,87,12298,0,1,"27 июля, лев"
170340,1690377780,566,142,14881,1,1,"27 июля, дева"
170338,1690375860,313,66,13217,5,1,"27 июля, весы"
170335,1690372200,1,1,7729,0,2,"Срочно требуются IT-специалисты без опыта. Всему научим сами!

Где вы живете, какое у вас образование, есть ли у вас деньги — неважно. Подойдёт тем, кто сейчас работает в офисе или кто в декрете.

https://vk.cc/cpwboa

Но подойдут не все. Есть 3 пожелания:

1. Нужно понимать, что в IT не просто раздают деньги направо и налево. Да, там действительно платят в среднем по 120-140 т. руб (по статистике). Но это настоящая работа, так что ждём только ответственных.

2. Нужно быть морально готовым к таким деньгам. Многие получают первую зарплату и им «крышу сносит».

3. Увольняться и слепо верить рекламе не нужно! Начать можно с подработки, а не бросать всё. Мы за трезвый подход

Чтобы безболезненно войти в IT и начать на этом зарабатывать, нужны только:

— компьютер / ноутбук, можно старый
— пара часов в день

Умение программировать необязательно, можно работать и зарабатывать без него.

На что можно рассчитывать? Всё просто — удалённая работа, стабильный доход без потолка, возможность расти в деньгах каждые пару месяцев. Можно работать на себя.

Что нужно делать?

Вариантов много, IT-компаниям не хватает специалистов во многих областях:

Графический дизайнер
Аналитик данных
Инженер по тестированию
Java-разработчик
Python-разработчик
Веб-разработчик

Даже совсем новичков сразу после курсов отрывают с руками и ногами.

Не нужны особые знания, таланты или природный дар.

Честно скажем — справляется любой желающий. Необучаемы только те, кто вообще не хочет ничего делать.

Чтобы понять, какая профессия в IT вам подходит, запишитесь на бесплатный марафон по ссылке:

https://vk.cc/cpwboa

Мы разберем 6 профессий, которые требуются уже сейчас в крупные IT-компании. О каждой из них расскажет профессионал.

1 день — 6 профессий.

Каждую можно будет попробовать, «пощупать». И тогда уже решить, какая из них вам больше всего нравится.

Не возьмём за это ни рубля. Но количество бесплатных мест ограничено! Осталось всего 28.

Проверим, сможете ли вы войти в IT?

Переходите по ссылке и оставляйте заявку на участие.

Ждём вас на марафоне!

https://vk.cc/cpwboa"
170332,1690369380,380,88,10042,3,1,"27 июля, скорпион"
170326,1690365780,411,84,11636,2,1,"27 июля, стрелец"
170323,1690362180,472,135,13933,3,1,"27 июля, козерог"
170321,1690358580,259,74,12795,2,1,"27 июля, водолей"
170306,1690355998,323,56,11060,3,1,"27 июля, рыбы"
170289,1690308180,1987,313,54334,8,1,"26 июля, овен"
170284,1690304580,450,105,13303,2,1,"26 июля, телец"
170281,1690300980,1200,153,27418,5,1,"26 июля, близнецы"
170278,1690297380,1052,223,25208,5,1,"26 июля, рак"
170274,1690293780,423,66,13942,2,1,"26 июля, лев"
170266,1690290180,700,212,20622,2,1,"26 июля, дева"
170260,1690286580,323,72,8870,6,1,"26 июля, весы"
170257,1690282980,935,154,18395,10,1,"26 июля, скорпион"
170252,1690279380,395,100,8589,2,1,"26 июля, стрелец"
170247,1690275780,283,84,9870,2,1,"26 июля, козерог"
170245,1690272180,381,61,9454,0,1,"26 июля, водолей"
170243,1690268580,284,62,11352,0,1,"26 июля, рыбы"
170217,1690221780,2021,336,44639,6,1,"25 июля, овен"
170216,1690218180,1878,184,47931,3,1,"25 июля, телец"
170213,1690214580,428,78,11928,0,1,"25 июля, близнецы"
170211,1690210980,1140,216,27118,2,1,"25 июля, рак"
170207,1690207380,451,30,10508,2,1,"25 июля, лев"
170206,1690203780,451,92,10396,0,1,"25 июля, дева"
170205,1690200180,356,99,13397,1,1,"25 июля, весы"
170200,1690196580,539,91,13236,0,1,"25 июля, скорпион"
170194,1690192980,501,73,15274,4,1,"25 июля, стрелец"
170191,1690189380,436,67,17761,0,1,"25 июля, козерог"
170189,1690185780,520,85,11777,3,1,"25 июля, водолей"
170187,1690182180,925,175,22769,2,1,"25 июля, рыбы"
170173,1690135380,2291,778,77287,2,1,"24 июля, овен"
170167,1690131780,1170,140,19566,6,1,"24 июля, телец"
170161,1690128180,559,123,14279,0,1,"24 июля, близнецы"
170159,1690124580,291,63,14741,6,1,"24 июля, рак"
170154,1690120980,379,62,15172,7,1,"24 июля, лев"
170153,1690117380,465,108,10051,3,1,"24 июля, дева"
170151,1690113780,734,102,16365,2,1,"24 июля, весы"
170148,1690110180,413,99,12073,2,1,"24 июля, скорпион"
170142,1690106580,412,86,12076,2,1,"24 июля, стрелец"
170140,1690102980,440,100,14080,0,1,"24 июля, козерог"
170139,1690099380,884,280,22688,3,1,"24 июля, водолей"
170137,1690095780,1709,238,26802,7,1,"24 июля, рыбы"
170125,1690048980,1091,152,45660,3,1,"23 июля, овен"
170120,1690045380,398,108,15193,3,1,"23 июля, телец"
170119,1690041780,1518,277,32889,1,1,"23 июля, близнецы"
170112,1690038180,287,70,9103,3,1,"23 июля, рак"
170110,1690034580,749,101,17616,1,1,"23 июля, лев"
170105,1690030980,233,65,11158,7,1,"23 июля, дева"
170102,1690027380,203,56,9359,1,1,"23 июля, весы"
170100,1690023780,322,59,10174,2,1,"23 июля, скорпион"
170096,1690020180,241,80,8985,0,1,"23 июля, стрелец"
170092,1690016580,566,161,13913,2,1,"23 июля, козерог"
170091,1690012980,647,101,16839,0,1,"23 июля, водолей"
170087,1690009380,327,89,10144,2,1,"23 июля, рыбы"
170066,1689962580,5358,783,147139,25,1,"22 июля, овен"
170062,1689958980,1146,183,25910,2,1,"22 июля, телец"
170060,1689955380,2061,508,40813,3,1,"22 июля, близнецы"
170054,1689951780,270,112,13248,4,1,"22 июля, рак"
170053,1689948180,610,146,16189,4,1,"22 июля, лев"
170050,1689944580,367,80,12892,0,1,"22 июля, дева"
170049,1689940980,649,111,14277,4,1,"22 июля, весы"
170048,1689937380,365,83,11196,0,1,"22 июля, скорпион"
170032,1689933780,302,69,9935,3,1,"22 июля, стрелец"
170030,1689930180,352,99,11204,1,1,"22 июля, козерог"
170027,1689926580,1215,158,17650,6,1,"22 июля, водолей"
170024,1689922980,1243,125,23250,4,1,"22 июля, рыбы"
170014,1689876180,471,148,25450,1,1,"21 июля, овен"
170009,1689872580,734,138,23360,2,1,"21 июля, телец"
170007,1689868980,596,136,16217,2,1,"21 июля, близнецы"
170006,1689865380,980,417,30773,2,1,"21 июля, рак"
170004,1689861780,459,143,12591,3,1,"21 июля, лев"
169998,1689858180,266,79,10103,1,1,"21 июля, дева"
169990,1689854580,325,102,10272,1,1,"21 июля, весы"
169987,1689850980,445,96,13572,2,1,"21 июля, скорпион"
169982,1689847380,686,90,15230,2,1,"21 июля, стрелец"
169953,1689845954,2867,368,145646,44,1,Что сейчас объединяет все знаки зодиака.
169945,1689843780,367,45,8681,8,1,"21 июля, козерог"
169942,1689840180,1657,215,32355,4,1,"21 июля, водолей"
169939,1689836580,414,97,9484,2,1,"21 июля, рыбы"
169916,1689789780,831,291,26901,5,1,"20 июля, овен"
169908,1689786180,370,65,17002,15,1,"20 июля, телец"
169905,1689782580,326,77,12138,2,1,"20 июля, близнецы"
169896,1689778980,362,193,14113,5,1,"20 июля, рак"
169857,1689775380,419,94,13340,1,1,"20 июля, лев"
169852,1689771780,391,76,10233,2,1,"20 июля, дева"
169846,1689768180,877,206,17525,5,1,"20 июля, весы"
169841,1689764580,462,52,13938,8,1,"20 июля, скорпион"
169832,1689760980,203,32,8385,5,1,"20 июля, стрелец"
169829,1689757380,352,62,10530,2,1,"20 июля, козерог"
169827,1689753780,439,103,12838,5,1,"20 июля, водолей"
169825,1689750180,409,74,12982,3,1,"20 июля, рыбы"
169807,1689703380,278,62,12507,5,1,"19 июля, овен"
169803,1689699780,337,120,10248,7,1,"19 июля, телец"
169801,1689696180,342,69,10080,2,1,"19 июля, близнецы"
169791,1689692580,1868,296,43572,7,1,"19 июля, рак"
169790,1689688980,445,88,12284,2,1,"19 июля, лев"
169765,1689685380,286,72,14945,3,1,"19 июля, дева"
169763,1689681780,281,57,10376,2,1,"19 июля, весы"
169758,1689678180,463,67,14564,2,1,"19 июля, скорпион"
169756,1689674580,379,52,12653,1,1,"19 июля, стрелец"
169749,1689670980,383,82,13711,3,1,"19 июля, козерог"
169743,1689667380,517,105,15294,3,1,"19 июля, водолей"
169737,1689663780,935,369,32229,4,1,"19 июля, рыбы"
169722,1689642180,1187,212,55810,29,1,"18 июля, овен"
169721,1689638580,345,44,13775,2,1,"18 июля, телец"
169720,1689634980,262,56,7976,3,1,"18 июля, близнецы"
169718,1689631380,371,86,11330,2,1,"18 июля, рак"
169716,1689627780,316,71,8711,0,1,"18 июля, лев"
169712,1689624180,303,37,12134,1,1,"18 июля, дева"
169706,1689620580,485,88,14799,6,1,"18 июля, весы"
169703,1689616980,580,103,16358,5,1,"18 июля, скорпион"
169700,1689613380,188,58,7249,0,1,"18 июля, стрелец"
169697,1689609780,194,48,9603,0,1,"18 июля, козерог"
169687,1689606180,188,67,9611,1,1,"18 июля, водолей"
169662,1689603960,355,86,10319,2,1,"18 июля, рыбы"
169640,1689530580,859,283,40075,6,1,"17 июля, овен"
169637,1689526980,913,222,24515,5,1,"17 июля, телец"
169633,1689523380,520,101,13143,1,1,"17 июля, близнецы"
169630,1689519780,386,72,11693,3,1,"17 июля, рак"
169626,1689516180,312,71,13133,1,1,"17 июля, лев"
169624,1689512580,186,61,9761,1,1,"17 июля, дева"
169614,1689508980,390,67,13534,3,1,"17 июля, весы"
169609,1689505380,229,25,11017,4,1,"17 июля, скорпион"
169604,1689501780,195,33,9372,2,1,"17 июля, стрелец"
169601,1689498180,284,80,13263,3,1,"17 июля, козерог"
169587,1689494580,347,140,13622,9,1,"17 июля, водолей"
169578,1689490980,1684,210,34461,4,1,"17 июля, рыбы"
169545,1689444180,651,98,17277,2,1,"16 июля, овен"
169543,1689440580,428,72,18136,2,1,"16 июля, телец"
169539,1689436980,270,95,11381,3,1,"16 июля, близнецы"
169534,1689433380,4922,1161,141336,56,1,"16 июля, рак"
169530,1689429780,494,137,13640,5,1,"16 июля, лев"
169529,1689426180,343,71,10244,4,1,"16 июля, дева"
169526,1689422580,1451,235,31900,6,1,"16 июля, весы"
169521,1689418980,345,68,11846,3,1,"16 июля, скорпион"
169520,1689415380,419,56,11427,2,1,"16 июля, стрелец"
169512,1689411780,266,40,8904,2,1,"16 июля, козерог"
169509,1689408180,423,101,9344,4,1,"16 июля, водолей"
169504,1689404580,258,72,8598,1,1,"16 июля, рыбы"
169489,1689357780,811,183,38775,7,1,"15 июля, овен"
169486,1689354180,451,108,16712,2,1,"15 июля, телец"
169482,1689350580,181,75,11489,1,1,"15 июля, близнецы"
169459,1689346980,354,109,13574,5,1,"15 июля, рак"
169451,1689343380,1260,286,28803,9,1,"15 июля, лев"
169448,1689339780,325,88,10717,2,1,"15 июля, дева"
169444,1689336180,359,83,10436,2,1,"15 июля, весы"
169440,1689332580,332,69,11848,1,1,"15 июля, скорпион"
169426,1689328980,1127,230,28173,8,1,"15 июля, стрелец"
169418,1689325380,221,101,11127,4,1,"15 июля, козерог"
169404,1689321780,219,44,13502,2,1,"15 июля, водолей"
169403,1689318180,427,55,10525,36,1,"15 июля, рыбы"
169371,1689271380,2366,492,81682,11,1,"14 июля, овен"
169367,1689267780,309,50,10718,4,1,"14 июля, телец"
169363,1689264180,210,49,10528,2,1,"14 июля, близнецы"
169338,1689260580,415,129,13666,5,1,"14 июля, рак"
169334,1689256980,205,48,8492,2,1,"14 июля, лев"
169332,1689253380,114,34,5109,2,1,"14 июля, дева"
169326,1689249780,1624,291,33247,18,1,"14 июля, весы"
169323,1689246180,437,88,13477,2,1,"14 июля, скорпион"
169312,1689242580,798,92,27718,8,1,"14 июля, стрелец"
169308,1689238980,291,58,9916,5,1,"14 июля, козерог"
169307,1689235380,446,120,20859,4,1,"14 июля, водолей"
169304,1689231780,298,71,9262,2,1,"14 июля, рыбы"
169284,1689184980,821,133,18469,7,1,"13 июля, овен"
169282,1689181380,405,65,15489,4,1,"13 июля, телец"
169278,1689177780,2026,302,48285,9,1,"13 июля, близнецы"
169253,1689174180,313,95,9474,3,1,"13 июля, рак"
169252,1689170580,303,75,12792,3,1,"13 июля, лев"
169250,1689166980,282,53,8101,1,1,"13 июля, дева"
169248,1689163380,189,40,10778,2,1,"13 июля, весы"
169247,1689159780,254,52,13431,1,1,"13 июля, скорпион"
169245,1689156180,288,69,10137,2,1,"13 июля, стрелец"
169244,1689152580,1416,235,25605,3,1,"13 июля, козерог"
169240,1689148980,319,45,13418,2,1,"13 июля, водолей"
169237,1689145380,275,63,11461,4,1,"13 июля, рыбы"
169215,1689098580,775,130,32882,5,1,"12 июля, овен"
169212,1689094980,1106,177,25350,4,1,"12 июля, телец"
169206,1689091380,296,75,12122,4,1,"12 июля, близнецы"
169184,1689087780,1226,220,22186,5,1,"12 июля, рак"
169170,1689084180,450,181,14522,3,1,"12 июля, лев"
169169,1689080580,252,52,9196,4,1,"12 июля, дева"
169165,1689076980,192,40,7152,1,1,"12 июля, весы"
169161,1689073380,316,86,10139,7,1,"12 июля, скорпион"
169158,1689069780,467,85,9765,6,1,"12 июля, стрелец"
169151,1689066180,537,101,12808,12,1,"12 июля, козерог"
169149,1689062580,277,30,7670,1,1,"12 июля, водолей"
169147,1689058980,245,61,11301,1,1,"12 июля, рыбы"
169134,1689012180,3025,638,107578,20,1,"11 июля, овен"
169133,1689008580,393,80,15232,1,1,"11 июля, телец"
169117,1689004980,457,94,13239,3,1,"11 июля, близнецы"
169112,1689001380,279,66,10678,1,1,"11 июля, рак"
169108,1688997780,1105,222,24498,8,1,"11 июля, лев"
169101,1688994180,1034,186,21178,2,1,"11 июля, дева"
169098,1688990580,1592,395,38247,5,1,"11 июля, весы"
169096,1688986980,472,84,14322,2,1,"11 июля, скорпион"
169093,1688983380,327,79,11100,5,1,"11 июля, стрелец"
169077,1688979780,284,60,11755,1,1,"11 июля, козерог"
169075,1688976180,251,42,10314,2,1,"11 июля, водолей"
169074,1688972580,179,51,7791,2,1,"11 июля, рыбы"
169051,1688925780,313,66,14146,1,1,"10 июля, овен"
169047,1688922180,1120,296,25975,10,1,"10 июля, телец"
169045,1688918580,325,79,12078,3,1,"10 июля, близнецы"
169040,1688914980,355,222,16221,5,1,"10 июля, рак"
169037,1688911380,534,310,21024,1,1,"10 июля, лев"
169030,1688907780,379,73,15196,6,1,"10 июля, дева"
169023,1688904180,339,90,12402,2,1,"10 июля, весы"
169012,1688900580,357,94,13294,9,1,"10 июля, скорпион"
169011,1688896980,465,72,11015,2,1,"10 июля, стрелец"
169005,1688893380,489,165,17054,3,1,"10 июля, козерог"
168999,1688889780,208,63,10503,2,1,"10 июля, водолей"
168995,1688886180,326,47,16169,10,1,"10 июля, рыбы"
168969,1688868180,2172,310,54228,6,1,"9 июля, овен"
168965,1688864580,533,113,18460,27,1,"9 июля, телец"
168964,1688860980,225,40,10678,2,1,"9 июля, близнецы"
168963,1688857380,316,50,11393,2,1,"9 июля, рак"
168961,1688853780,307,37,10278,1,1,"9 июля, лев"
168958,1688850180,346,63,12370,2,1,"9 июля, дева"
168956,1688846580,357,112,11996,3,1,"9 июля, весы"
168954,1688842980,142,38,8703,0,1,"9 июля, скорпион"
168952,1688839380,289,54,12253,0,1,"9 июля, стрелец"
168947,1688835780,241,46,9097,2,1,"9 июля, козерог"
168945,1688832180,345,85,10652,3,1,"9 июля, водолей"
168920,1688829252,369,40,10314,0,1,"9 июля, рыбы"
168899,1688752980,3536,470,80559,10,1,"8 июля, овен"
168898,1688749380,342,138,10544,1,1,"8 июля, телец"
168895,1688745780,337,94,10877,0,1,"8 июля, близнецы"
168891,1688742180,569,173,13761,5,1,"8 июля, рак"
168889,1688738580,293,84,10871,0,1,"8 июля, лев"
168886,1688734980,407,218,17762,6,1,"8 июля, дева"
168883,1688731380,361,49,10553,1,1,"8 июля, весы"
168881,1688727780,330,66,9644,5,1,"8 июля, скорпион"
168877,1688724180,1225,132,22787,7,1,"8 июля, стрелец"
168875,1688720580,453,106,11012,3,1,"8 июля, козерог"
168872,1688716980,330,63,11805,1,1,"8 июля, водолей"
168871,1688713380,238,53,10741,2,1,"8 июля, рыбы"
168854,1688666580,2399,342,59593,8,1,"7 июля, овен"
168852,1688662980,1094,156,23404,7,1,"7 июля, телец"
168849,1688659380,1461,279,30306,4,1,"7 июля, близнецы"
168835,1688655780,263,62,10194,1,1,"7 июля, рак"
168832,1688652180,361,67,12440,0,1,"7 июля, лев"
168831,1688648580,244,49,10075,0,1,"7 июля, дева"
168823,1688644980,220,128,10218,2,1,"7 июля, весы"
168820,1688641380,387,119,12655,7,1,"7 июля, скорпион"
168814,1688637780,287,65,9057,0,1,"7 июля, стрелец"
168811,1688634180,277,92,9532,0,1,"7 июля, козерог"
168807,1688630580,300,48,9326,3,1,"7 июля, водолей"
168805,1688626980,374,91,11866,4,1,"7 июля, рыбы"
168761,1688580180,1849,319,61319,12,1,"6 июля, овен"
168759,1688576580,413,90,11100,1,1,"6 июля, телец"
168756,1688572980,261,75,11077,8,1,"6 июля, близнецы"
168754,1688569380,219,71,8607,3,1,"6 июля, рак"
168740,1688565780,1314,228,24702,4,1,"6 июля, лев"
168737,1688562180,265,128,12908,7,1,"6 июля, дева"
168735,1688558580,249,44,9898,1,1,"6 июля, весы"
168734,1688554980,381,102,12505,3,1,"6 июля, скорпион"
168730,1688551380,190,59,8351,4,1,"6 июля, стрелец"
168724,1688547780,1025,133,27490,8,1,"6 июля, козерог"
168723,1688544180,328,66,11900,3,1,"6 июля, водолей"
168719,1688540580,230,90,9295,5,1,"6 июля, рыбы"
168705,1688493780,263,34,14526,2,1,"5 июля, овен"
168701,1688490180,425,80,12283,5,1,"5 июля, телец"
168695,1688486580,613,56,16549,1,1,"5 июля, близнецы"
168691,1688482980,1243,219,28580,5,1,"5 июля, рак"
168684,1688479380,982,228,23129,11,1,"5 июля, лев5 июля, лев"
168669,1688475780,317,53,10857,10,1,"5 июля, дева"
168666,1688472180,349,76,11182,1,1,"5 июля, весы"
168663,1688468580,259,150,10584,4,1,"5 июля, скорпион"
168662,1688464980,194,37,7276,0,1,"5 июля, стрелец"
168656,1688461380,331,100,11292,1,1,"5 июля, козерог"
168639,1688457780,198,153,10957,3,1,"5 июля, водолей"
168633,1688454180,514,80,12501,10,1,"5 июля, рыбы"
168615,1688407380,1153,132,70282,14,1,"4 июля, овен"
168609,1688403780,746,158,19597,0,1,"4 июля, телец"
168606,1688400180,770,110,19575,1,1,"4 июля, близнецы"
168601,1688396580,958,241,25427,12,1,"4 июля, рак"
168599,1688392980,367,83,11463,1,1,"4 июля, лев"
168595,1688389380,528,95,15782,2,1,"4 июля, дева"
168592,1688385780,367,80,12788,3,1,"4 июля, весы"
168589,1688382180,251,72,10232,2,1,"4 июля, скорпион"
168585,1688378580,421,100,14168,3,1,"4 июля, стрелец"
168584,1688374980,398,55,12116,1,1,"4 июля, козерог"
168581,1688371380,366,68,15554,6,1,"4 июля, водолей"
168555,1688369331,476,97,14996,3,1,"3 июля, рыбы"
168516,1688234580,3825,853,124876,28,1,"2 июля, овен"
168508,1688230980,1698,299,37362,6,1,"2 июля, телец"
168500,1688227380,593,131,14411,4,1,"2 июля, близнецы"
168494,1688223780,512,117,15981,3,1,"2 июля, рак"
168487,1688220180,539,110,15736,7,1,"2 июля, лев"
168483,1688216580,664,99,16848,3,1,"2 июля, дева"
168479,1688212980,383,28,10535,2,1,"2 июля, весы"
168476,1688209380,394,63,12706,0,1,"2 июля, скорпион"
168470,1688205780,675,170,17274,10,1,"2 июля, стрелец"
168462,1688202180,508,68,12689,3,1,"2 июля, козерог"
168458,1688198580,116,44,9494,3,1,"2 июля, водолей"
168455,1688194980,397,127,18474,6,1,"1 июля, рыбы"
168411,1688148180,419,72,19681,11,1,"1 августа, овен"
168403,1688144580,756,116,19549,10,1,"1 августа, телец"
168392,1688140980,327,85,14213,17,1,"1 августа, близнецы"
168385,1688137380,292,61,12358,6,1,"1 августа, рак"
168378,1688133840,8,0,5671,0,6,"Привет, я Оля! И я занимаюсь ручным окрашиванием вещей в технике тай-дай🎨👕

Если Вы любите яркие вещи и цените индивидуальный подход, то заходите в моё сообщество: [club215450970|Осторожно! Okrashino] 

Там можно найти варианты готовых изделий, каждое из которых создано в единственном экземпляре, или оформить заказ на индивидуальное окрашивание в ваших любимых цветах и на ваш идеальный размер🌸🙏

Средняя цена изделий 2000 💳

Буду очень рада Вашей подписке, а ещё больше - если Вы найдёте в моем сообществе что-то себе по душе🥰"
168377,1688133780,260,60,8915,4,1,"1 августа, лев"
168371,1688130180,198,37,9111,6,1,"1 августа, дева"
168365,1688126580,461,95,12514,5,1,"1 августа, весы"
168359,1688122980,305,73,11660,3,1,"1 августа, скорпион"
168353,1688119380,268,116,11516,2,1,"1 августа, стрелец"
168343,1688115780,119,113,12023,8,1,"1 августа, козерог"
168331,1688112180,898,149,23540,11,1,"1 августа, водолей"
168326,1688108580,2035,415,49225,15,1,"1 августа, рыбы"
168311,1688061780,2065,158,46066,5,1,"29 июня, овен"
168305,1688058180,416,86,12426,7,1,"29 июня, телец"
168299,1688054580,368,110,13142,4,1,"29 июня, близнецы"
168296,1688050980,265,94,11123,4,1,"29 июня, рак"
168294,1688047380,242,82,12654,6,1,"29 июня, лев"
168291,1688043780,327,70,8755,2,1,"29 июня, дева"
168284,1688040180,424,88,9831,1,1,"29 июня, весы"
168265,1688036580,269,73,9507,2,1,"29 июня, скорпион"
168261,1688032980,453,94,10442,5,1,"29 июня, стрелец"
168257,1688029380,358,59,8350,5,1,"29 июня, козерог"
168255,1688025780,318,58,11903,4,1,"29 июня, водолей"
168254,1688022180,608,150,16937,2,1,"29 июня, рыбы"
168246,1687978980,517,64,14139,1,1,"28 июня, овен"
168241,1687975380,1211,107,29542,10,1,"28 июня, телец"
168236,1687971780,1580,381,37141,4,1,"28 июня, близнецы"
168232,1687968180,2255,366,47585,9,1,"28 июня, рак"
168228,1687964580,367,127,17005,4,1,"28 июня, лев"
168224,1687960980,1396,154,29242,8,1,"28 июня, дева"
168219,1687957380,622,70,12850,5,1,"28 июня, весы"
168215,1687953780,185,30,9633,2,1,"28 июня, скорпион"
168214,1687950180,324,51,10524,3,1,"28 июня, стрелец"
168212,1687946580,295,50,10209,3,1,"28 июня, козерог"
168207,1687942980,589,122,14475,4,1,"28 июня, водолей"
168170,1687941410,503,81,11775,2,1,"28 июня, рыбы"
168136,1687802580,1848,295,151219,9,1,"26 июня, овен"
168134,1687798980,497,75,24381,1,1,"26 июня, телец"
168132,1687795380,365,104,23204,4,1,"26 июня, близнецы"
168129,1687791780,1735,170,44829,3,1,"26 июня, рак"
168126,1687788180,349,94,12060,3,1,"26 июня, лев"
168119,1687784580,1050,301,47128,6,1,"26 июня, дева"
168115,1687780980,368,125,18617,4,1,"26 июня, весы"
168114,1687777380,440,61,11003,0,1,"26 июня, скорпион"
168109,1687773780,422,125,11697,3,1,"26 июня, стрелец"
168098,1687770180,597,118,12638,6,1,"26 июня, козерог"
168092,1687766580,438,100,9984,3,1,"26 июня, водолей"
168087,1687762980,562,52,11769,4,1,"26 июня, рыбы"
168048,1687719780,1610,229,27843,4,1,"25 июня, овен"
168045,1687716180,369,48,11740,0,1,"25 июня, телец"
168043,1687712580,2408,461,163453,23,1,"25 июня, близнецы"
168041,1687708980,1200,261,68641,2,1,"25 июня, рак"
168037,1687705380,1198,307,47814,6,1,"25 июня, лев"
168031,1687701780,644,91,26292,4,1,"25 июня, дева"
168027,1687698180,245,41,12252,1,1,"25 июня, весы"
168020,1687694580,403,141,43478,2,1,"25 июня, скорпион"
168002,1687690980,249,77,20092,4,1,"25 июня, стрелец"
167999,1687687380,1911,318,65954,11,1,"25 июня, козерог"
167996,1687683780,260,41,27391,2,1,"25 июня, водолей"
167993,1687680180,1522,217,37767,6,1,"25 июня, рыбы"
167992,1687676580,137,67,7679,1,1,"25 июня, телец"
167963,1687629780,426,58,40592,0,1,"24 июня, овен"
167957,1687626180,1051,140,36230,5,1,"24 июня, телец"
167955,1687622580,360,53,17156,0,1,"24 июня, близнецы"
167936,1687618980,382,56,18137,2,1,"24 июня, рак"
167931,1687615380,285,55,14307,6,1,"24 июня, лев"
167924,1687611780,419,114,14249,7,1,"24 июня, дева"
167916,1687608180,413,53,10713,7,1,"24 июня, весы"
167912,1687604580,334,44,14034,4,1,"24 июня, скорпион"
167911,1687600980,246,59,12060,5,1,"24 июня, стрелец"
167908,1687597380,411,78,13858,5,1,"24 июня, козерог"
167905,1687593780,243,80,18077,3,1,"24 июня, водолей"
167903,1687590180,422,92,19063,2,1,"24 июня, рыбы"
167881,1687543380,813,163,29292,7,1,"23 июня, овен"
167876,1687539780,394,56,10286,3,1,"23 июня, телец"
167872,1687536180,1848,442,34262,12,1,"23 июня, близнецы"
167867,1687532580,505,78,15438,3,1,"23 июня, рак"
167861,1687528980,377,106,13808,10,1,"23 июня, лев"
167858,1687525380,268,44,11097,3,1,"23 июня, дева"
167857,1687521780,419,72,12975,6,1,"23 июня, весы"
167851,1687518180,298,52,9543,2,1,"23 июня, скорпион"
167844,1687514580,1324,173,30626,8,1,"23 июня, стрелец"
167841,1687510980,414,139,10033,4,1,"23 июня, козерог"
167837,1687507380,406,113,13435,0,1,"23 июня, водолей"
167813,1687504490,330,61,11131,1,1,"23 июня, рыбы"
167787,1687456980,4339,452,194308,36,1,"23 июня, овен"
167783,1687453380,358,84,14434,5,1,"23 июня, телец"
167780,1687449780,201,58,8528,4,1,"23 июня, близнецы"
167778,1687446180,1910,364,43028,3,1,"23 июня, рак"
167777,1687442580,244,89,10402,2,1,"23 июня, лев"
167773,1687438980,615,188,21726,0,1,"23 июня, дева"
167771,1687435380,298,54,9288,1,1,"23 июня, весы"
167768,1687431780,575,154,19166,2,1,"23 июня, скорпион"
167765,1687428180,181,37,12233,1,1,"23 июня, стрелец"
167762,1687424580,337,99,9201,0,1,"23 июня, козерог"
167761,1687420980,248,69,7235,0,1,"23 июня, водолей"
167759,1687417380,294,77,14469,1,1,"23 июня, рыбы"
167739,1687370580,1212,232,35110,4,1,"22 июня, овен"
167737,1687366980,221,45,33424,3,1,"22 июня, телец"
167715,1687363380,185,48,10959,1,1,"22 июня, близнецы"
167713,1687359780,271,103,10524,1,1,"22 июня, рак"
167708,1687356180,445,85,17414,2,1,"22 июня, лев"
167705,1687352580,381,111,14694,2,1,"22 июня, дева"
167704,1687348980,484,71,18374,5,1,"22 июня, весы"
